date,Netflows_acft
12/6/2009,1333.370582
12/7/2009,1590.567683
12/8/2009,1321.529251
12/9/2009,842.9963823
12/10/2009,1405.965816
12/11/2009,1210.25636
12/12/2009,595.9943581
12/13/2009,379.8155203
12/14/2009,530.5200174
12/15/2009,573.5216365
12/16/2009,1369.886368
12/17/2009,1375.836761
12/18/2009,1438.316193
12/19/2009,1643.526416
12/20/2009,1205.734028
12/21/2009,864.5764948
12/22/2009,859.1616107
12/23/2009,1113.224799
12/24/2009,647.5249742
12/25/2009,926.3221067
12/26/2009,963.0758706
12/27/2009,234.9425285
12/28/2009,466.6916316
12/29/2009,171.0153071
12/30/2009,685.0325987
12/31/2009,662.9763315
1/1/2010,516.4372278
1/2/2010,665.9911272
1/3/2010,569.733175
1/4/2010,548.7084057
1/5/2010,217.25009
1/6/2010,75.5705825
1/7/2010,73.98372493
1/8/2010,327.7691259
1/9/2010,220.5227046
1/10/2010,668.3118538
1/11/2010,557.316621
1/12/2010,730.3747366
1/13/2010,561.462085
1/14/2010,911.9221113
1/15/2010,1470.448583
1/16/2010,711.6110332
1/17/2010,1263.71102
1/18/2010,1365.02687
1/19/2010,1131.294262
1/20/2010,1060.900754
1/21/2010,1211.803501
1/22/2010,1195.459675
1/23/2010,855.5120185
1/24/2010,804.5566033
1/25/2010,1298.778795
1/26/2010,1484.33279
1/27/2010,1420.663274
1/28/2010,946.8509976
1/29/2010,1511.387376
1/30/2010,1790.680354
1/31/2010,1402.435178
2/1/2010,2283.573663
2/2/2010,2455.243328
2/3/2010,2162.046197
2/4/2010,1828.723386
2/5/2010,2485.689693
2/6/2010,2223.038023
2/7/2010,2272.466196
2/8/2010,2532.777328
2/9/2010,2365.629971
2/10/2010,3048.004607
2/11/2010,2375.844947
2/12/2010,3658.498088
2/13/2010,4053.883726
2/14/2010,5364.64276
2/15/2010,5711.572147
2/16/2010,6311.61271
2/17/2010,5482.897468
2/18/2010,4955.571063
2/19/2010,5070.572874
2/20/2010,5011.524843
2/21/2010,5191.088746
2/22/2010,5436.265966
2/23/2010,5036.615818
2/24/2010,5138.348247
2/25/2010,4936.847146
2/26/2010,4677.071771
2/27/2010,4859.928072
2/28/2010,5068.192751
3/1/2010,4442.763672
3/2/2010,3874.240483
3/3/2010,4065.348206
3/4/2010,3679.939367
3/5/2010,3583.304591
3/6/2010,3021.922132
3/7/2010,3099.674223
3/8/2010,3142.933629
3/9/2010,2666.979389
3/10/2010,2572.566074
3/11/2010,2833.491907
3/12/2010,13568.80699
3/13/2010,23784.63048
3/14/2010,16242.78784
3/15/2010,14861.95272
3/16/2010,14851.55932
3/17/2010,14285.03947
3/18/2010,12897.28203
3/19/2010,12046.37167
3/20/2010,11259.58704
3/21/2010,10464.45203
3/22/2010,12224.22978
3/23/2010,8688.012945
3/24/2010,6872.221837
3/25/2010,8185.103167
3/26/2010,10499.61904
3/27/2010,11266.72758
3/28/2010,13532.19212
3/29/2010,30101.83659
3/30/2010,25069.02909
3/31/2010,21365.03018
4/1/2010,21065.66445
4/2/2010,20160.56559
4/3/2010,18456.68208
4/4/2010,17511.5567
4/5/2010,16544.29573
4/6/2010,15423.49424
4/7/2010,12157.38695
4/8/2010,12247.21852
4/9/2010,11895.88566
4/10/2010,10426.56776
4/11/2010,9684.550104
4/12/2010,10083.06962
4/13/2010,8733.25599
4/14/2010,7351.845717
4/15/2010,7120.374291
4/16/2010,6496.571716
4/17/2010,6164.676976
4/18/2010,5653.535702
4/19/2010,5921.185682
4/20/2010,7069.597311
4/21/2010,11318.53587
4/22/2010,9072.311038
4/23/2010,6518.429586
4/24/2010,6704.717429
4/25/2010,7522.503855
4/26/2010,13007.24583
4/27/2010,13095.29224
4/28/2010,11010.5817
4/29/2010,9341.071769
4/30/2010,10262.91116
5/1/2010,9154.248419
5/2/2010,9303.683385
5/3/2010,8443.212639
5/4/2010,7850.987127
5/5/2010,7792.673078
5/6/2010,7499.634472
5/7/2010,6506.568373
5/8/2010,6081.906583
5/9/2010,6047.651986
5/10/2010,6000.286628
5/11/2010,6094.640486
5/12/2010,5791.803692
5/13/2010,5016.622416
5/14/2010,4476.006881
5/15/2010,4095.239352
5/16/2010,4259.57014
5/17/2010,5402.408125
5/18/2010,6246.574633
5/19/2010,6067.823917
5/20/2010,6243.956486
5/21/2010,5695.724254
5/22/2010,4715.273354
5/23/2010,5159.59127
5/24/2010,4301.738883
5/25/2010,4257.804819
5/26/2010,4383.219868
5/27/2010,3931.64262
5/28/2010,4177.01814
5/29/2010,3767.172637
5/30/2010,3109.313841
5/31/2010,3552.183805
6/1/2010,5369.125355
6/2/2010,5006.447129
6/3/2010,5915.155921
6/4/2010,7153.359419
6/5/2010,5681.086151
6/6/2010,7521.055835
6/7/2010,6313.53668
6/8/2010,4926.830482
6/9/2010,3910.914918
6/10/2010,2352.360538
6/11/2010,1245.006814
6/12/2010,1160.510876
6/13/2010,1420.841888
6/14/2010,1274.818428
6/15/2010,1105.846436
6/16/2010,781.0524034
6/17/2010,-55.25937104
6/18/2010,185.2368453
6/19/2010,815.6840167
6/20/2010,1184.808527
6/21/2010,1822.515233
6/22/2010,1507.162792
6/23/2010,601.3300338
6/24/2010,585.7796431
6/25/2010,431.802577
6/26/2010,685.5482889
6/27/2010,692.1729491
6/28/2010,81.89784507
6/29/2010,503.3465701
6/30/2010,761.7536353
7/1/2010,2174.939052
7/2/2010,3711.932839
7/3/2010,4831.683268
7/4/2010,5877.608758
7/5/2010,12254.65628
7/6/2010,21033.71068
7/7/2010,17448.74005
7/8/2010,16442.365
7/9/2010,14456.90749
7/10/2010,15142.69364
7/11/2010,11861.25411
7/12/2010,11420.16908
7/13/2010,7141.141219
7/14/2010,4818.850155
7/15/2010,4557.626647
7/16/2010,3866.346322
7/17/2010,3237.386802
7/18/2010,1307.903
7/19/2010,1489.8668
7/20/2010,1810.098774
7/21/2010,2207.884477
7/22/2010,1681.410874
7/23/2010,2441.220166
7/24/2010,4011.576225
7/25/2010,1935.434338
7/26/2010,1937.953376
7/27/2010,1858.951625
7/28/2010,595.6571316
7/29/2010,516.496794
7/30/2010,390.9429336
7/31/2010,670.9697678
8/1/2010,1271.902888
8/2/2010,1115.624894
8/3/2010,954.9238054
8/4/2010,900.1601528
8/5/2010,947.4858758
8/6/2010,1633.271927
8/7/2010,1510.911355
8/8/2010,3337.254608
8/9/2010,3747.040294
8/10/2010,3344.752091
8/11/2010,2469.464837
8/12/2010,3037.392955
8/13/2010,2907.415902
8/14/2010,2499.177278
8/15/2010,2010.826158
8/16/2010,2305.510874
8/17/2010,3372.897588
8/18/2010,2246.343843
8/19/2010,2604.043549
8/20/2010,1656.736353
8/21/2010,3068.414506
8/22/2010,5466.236244
8/23/2010,7925.843215
8/24/2010,8105.823655
8/25/2010,8016.150787
8/26/2010,6166.957949
8/27/2010,5978.111387
8/28/2010,6226.422501
8/29/2010,7051.944417
8/30/2010,6807.044919
8/31/2010,5741.820165
9/1/2010,4467.43808
9/2/2010,4095.754863
9/3/2010,3888.303314
9/4/2010,3196.665945
9/5/2010,3770.623832
9/6/2010,6011.275073
9/7/2010,8468.561379
9/8/2010,9116.50284
9/9/2010,6533.543619
9/10/2010,7131.660213
9/11/2010,6576.366824
9/12/2010,6091.486762
9/13/2010,4015.027495
9/14/2010,3209.300689
9/15/2010,3094.41787
9/16/2010,2982.926808
9/17/2010,2519.250146
9/18/2010,2213.299267
9/19/2010,1279.638368
9/20/2010,1145.932423
9/21/2010,804.1007079
9/22/2010,1655.169611
9/23/2010,909.779868
9/24/2010,1863.830876
9/25/2010,1493.020406
9/26/2010,389.9312085
9/27/2010,1417.767444
9/28/2010,3223.700671
9/29/2010,4528.23154
9/30/2010,2850.609206
10/1/2010,1996.584793
10/2/2010,1926.250818
10/3/2010,1905.305361
10/4/2010,878.4013088
10/5/2010,798.566737
10/6/2010,851.1690754
10/7/2010,933.6415208
10/8/2010,1108.266463
10/9/2010,492.4176054
10/10/2010,367.5379042
10/11/2010,724.662413
10/12/2010,268.1063641
10/13/2010,-120.5351521
10/14/2010,208.4043866
10/15/2010,305.098194
10/16/2010,174.4073056
10/17/2010,421.05204
10/18/2010,327.3527497
10/19/2010,363.8487339
10/20/2010,46.96893268
10/21/2010,339.0749572
10/22/2010,818.0642508
10/23/2010,103.0219251
10/24/2010,-109.8842523
10/25/2010,127.4978575
10/26/2010,257.2171374
10/27/2010,73.17062788
10/28/2010,263.0286869
10/29/2010,330.8833009
10/30/2010,79.12079047
10/31/2010,116.1919642
11/1/2010,99.82833605
11/2/2010,780.8540952
11/3/2010,580.1860149
11/4/2010,366.5063436
11/5/2010,829.6674172
11/6/2010,49.60672465
11/7/2010,500.1330843
11/8/2010,-12.41640707
11/9/2010,96.61520278
11/10/2010,324.6749912
11/11/2010,366.4667792
11/12/2010,75.8879416
11/13/2010,13.88439655
11/14/2010,531.9282709
11/15/2010,107.7227226
11/16/2010,191.3856572
11/17/2010,49.96399479
11/18/2010,41.21692654
11/19/2010,224.3112771
11/20/2010,262.1361922
11/21/2010,401.6536869
11/22/2010,283.0021431
11/23/2010,510.5066209
11/24/2010,76.08608957
11/25/2010,504.8536592
11/26/2010,23.84137579
11/27/2010,350.0038524
11/28/2010,172.6615808
11/29/2010,143.7425066
11/30/2010,155.3061536
12/1/2010,579.8092687
12/2/2010,114.4465494
12/3/2010,2.181831225
12/4/2010,-77.49411817
12/5/2010,-72.49578647
12/6/2010,34.19525222
